"Date","alt_height_slope","alt_type","side_andes","height","value","sd","type"
"2017-03-08","high_u_west","high","west","u",17.6988095238095,NA,"temp.min"
"2017-03-08","low_c_east","low","east","c",21.0539682539682,NA,"temp.min"
"2017-03-08","low_c_west","low","west","c",20.4299074074074,NA,"temp.min"
"2017-03-08","low_u_east","low","east","u",21.2743518518519,NA,"temp.min"
"2017-03-08","low_u_west","low","west","u",20.6841666666667,NA,"temp.min"
"2017-03-09","high_c_east","high","east","c",17.4365555555556,NA,"temp.min"
"2017-03-09","high_c_west","high","west","c",18.075873015873,NA,"temp.min"
"2017-03-09","high_u_east","high","east","u",17.5340277777778,NA,"temp.min"
"2017-03-09","high_u_west","high","west","u",18.0180158730159,NA,"temp.min"
"2017-03-09","low_c_east","low","east","c",20.8770634920635,NA,"temp.min"
"2017-03-09","low_c_west","low","west","c",20.7675,NA,"temp.min"
"2017-03-09","low_u_east","low","east","u",21.1114814814815,NA,"temp.min"
"2017-03-09","low_u_west","low","west","u",21.0774074074074,NA,"temp.min"
"2017-03-10","high_c_east","high","east","c",17.5507777777778,NA,"temp.min"
"2017-03-10","high_c_west","high","west","c",17.6105555555556,NA,"temp.min"
"2017-03-10","high_u_east","high","east","u",17.6291666666667,NA,"temp.min"
"2017-03-10","high_u_west","high","west","u",17.6614285714286,NA,"temp.min"
"2017-03-10","low_c_east","low","east","c",21.1596031746032,NA,"temp.min"
"2017-03-10","low_c_west","low","west","c",20.4102777777778,NA,"temp.min"
"2017-03-10","low_u_east","low","east","u",21.4173148148148,NA,"temp.min"
"2017-03-10","low_u_west","low","west","u",20.7635185185185,NA,"temp.min"
"2017-03-11","high_c_east","high","east","c",17.2793333333333,NA,"temp.min"
"2017-03-11","high_c_west","high","west","c",17.5901587301587,NA,"temp.min"
"2017-03-11","high_u_east","high","east","u",17.3613888888889,NA,"temp.min"
"2017-03-11","high_u_west","high","west","u",17.5868253968254,NA,"temp.min"
"2017-03-11","low_c_east","low","east","c",20.9720634920635,NA,"temp.min"
"2017-03-11","low_c_west","low","west","c",20.5968518518518,NA,"temp.min"
"2017-03-11","low_u_east","low","east","u",21.1591666666666,NA,"temp.min"
"2017-03-11","low_u_west","low","west","u",20.867037037037,NA,"temp.min"
"2017-03-12","high_c_east","high","east","c",17.0987777777778,NA,"temp.min"
"2017-03-12","high_c_west","high","west","c",18.3543650793651,NA,"temp.min"
"2017-03-12","high_u_east","high","east","u",17.2245833333333,NA,"temp.min"
"2017-03-12","high_u_west","high","west","u",17.671746031746,NA,"temp.min"
"2017-03-12","low_c_east","low","east","c",20.9244444444444,NA,"temp.min"
"2017-03-12","low_c_west","low","west","c",20.2276851851852,NA,"temp.min"
"2017-03-12","low_u_east","low","east","u",21.1193518518518,NA,"temp.min"
"2017-03-12","low_u_west","low","west","u",20.5134259259259,NA,"temp.min"
"2017-03-13","high_c_east","high","east","c",17.7597777777778,NA,"temp.min"
"2017-03-13","high_c_west","high","west","c",17.4370634920635,NA,"temp.min"
"2017-03-13","high_u_east","high","east","u",17.7479166666667,NA,"temp.min"
"2017-03-13","high_u_west","high","west","u",17.4811111111111,NA,"temp.min"
"2017-03-13","low_c_east","low","east","c",21.1324603174603,NA,"temp.min"
"2017-03-13","low_c_west","low","west","c",21.1688888888889,NA,"temp.min"
"2017-03-13","low_u_east","low","east","u",21.3100925925926,NA,"temp.min"
"2017-03-13","low_u_west","low","west","u",21.3277777777778,NA,"temp.min"
"2017-03-14","high_c_east","high","east","c",17.8407777777778,NA,"temp.min"
"2017-03-14","high_c_west","high","west","c",17.2093650793651,NA,"temp.min"
"2017-03-14","high_u_east","high","east","u",17.9619444444444,NA,"temp.min"
"2017-03-14","high_u_west","high","west","u",17.3078571428571,NA,"temp.min"
"2017-03-14","low_c_east","low","east","c",21.5789682539683,NA,"temp.min"
"2017-03-14","low_c_west","low","west","c",20.4299074074074,NA,"temp.min"
"2017-03-14","low_u_east","low","east","u",21.7957407407407,NA,"temp.min"
"2017-03-14","low_u_west","low","west","u",20.7318518518519,NA,"temp.min"
"2017-03-15","high_c_east","high","east","c",17.7457777777778,NA,"temp.min"
"2017-03-15","high_c_west","high","west","c",16.743253968254,NA,"temp.min"
"2017-03-15","high_u_east","high","east","u",17.86125,NA,"temp.min"
"2017-03-15","high_u_west","high","west","u",16.4001587301587,NA,"temp.min"
"2017-03-15","low_c_east","low","east","c",21.0060317460317,NA,"temp.min"
"2017-03-15","low_c_west","low","west","c",20.0012962962963,NA,"temp.min"
"2017-03-15","low_u_east","low","east","u",21.2940740740741,NA,"temp.min"
"2017-03-15","low_u_west","low","west","u",20.2197222222222,NA,"temp.min"
"2017-03-16","high_c_east","high","east","c",17.0268888888889,NA,"temp.min"
"2017-03-16","high_c_west","high","west","c",17.7292857142857,NA,"temp.min"
"2017-03-16","high_u_east","high","east","u",17.0761111111111,NA,"temp.min"
"2017-03-16","high_u_west","high","west","u",17.7192063492063,NA,"temp.min"
"2017-03-16","low_c_east","low","east","c",21.1015079365079,NA,"temp.min"
"2017-03-16","low_c_west","low","west","c",20.4497222222222,NA,"temp.min"
